kP,kI,kD,,,,
1.00E-05,1.00E-05,0.0001,,,,
Target,Altitude,Time,P,I,D,Thrott
1000,776.198,130.9,227.806,14898.5,1.74163,0.370056
1000,781.26,131,222.795,14581.9,1.70203,0.366646
1000,786.387,131.1,217.72,14260.6,1.66198,0.36319
1000,791.576,131.2,212.58,13934.6,1.62151,0.359687
1000,796.826,131.3,207.379,13604.1,1.58063,0.356139
1000,802.135,131.4,202.117,13269,1.53935,0.352547
1000,807.502,131.5,196.796,12929.5,1.49769,0.348911
1000,812.925,131.6,191.418,12585.7,1.45565,0.345233
1000,819.505,131.7,185.984,12237.7,1.41325,0.341514
1000,823.933,131.8,180.495,11885.6,1.3705,0.337754
1000,829.515,131.9,174.954,11529.5,1.32742,0.333956
1000,835.146,132,169.363,11169.5,1.28402,0.330119
1000,840.825,132.1,163.722,10805.6,1.24032,0.326245
1000,846.55,132.2,158.033,10438.1,1.19632,0.322335
1000,852.32,132.3,151.147,9990.81,1.14332,0.317616
1000,858.132,132.4,146.521,9692.37,1.10749,0.314411
1000,863.984,132.5,140.701,9314.4,1.0627,0.3104
1000,869.876,132.6,134.84,8933.18,1.01766,0.306358
1000,875.804,132.7,128.942,8548.82,0.97241,0.302286
1000,881.768,132.8,123.006,8161.43,0.926946,0.298184
1000,887.766,132.9,117.035,7771.12,0.881287,0.294055
1000,893.795,133,111.031,7377.99,0.835446,0.289898
1000,901.07,133.1,104.995,6982.19,0.789438,0.285717
1000,905.942,133.2,98.9303,6583.81,0.743278,0.281511
1000,912.055,133.3,92.8376,6182.99,0.696979,0.277282
1000,919.423,133.4,86.7191,5779.83,0.650556,0.273031
1000,924.353,133.5,80.5768,5374.47,0.604024,0.26876
1000,930.533,133.6,74.4125,4967.03,0.557397,0.26447
1000,936.733,133.7,68.2282,4557.64,0.51069,0.260162
1000,942.948,133.8,62.0256,4146.41,0.463916,0.255837
1000,949.178,133.9,55.807,3733.49,0.417093,0.251497
1000,955.421,134,49.5741,3318.99,0.370232,0.247143
1000,961.675,134.1,43.3288,2903.03,0.32335,0.242776
1000,967.938,134.2,37.0732,2485.76,0.276459,0.238397
1000,974.207,134.3,30.809,2067.28,0.229575,0.234009
1000,981.737,134.4,24.5384,1647.75,0.182713,0.229612
1000,988.015,134.5,17.0078,1142.93,0.126546,0.22435
1000,993.037,134.6,11.9855,806.022,0.0891112,0.220797
1000,999.314,134.7,5.70715,384.091,0.0424008,0.216382
1000,1005.59,134.8,-0.569458,-38.353,-0.0042276,0.211964
1000,1011.86,134.9,-6.84271,-461.199,-0.050762,0.207544
1000,1018.12,135,-13.1108,-884.326,-0.0971894,0.203123
1000,1024.37,135.1,-19.3717,-1307.59,-0.143494,0.198703
1000,1030.62,135.2,-25.6233,-1730.86,-0.189662,0.194285
1000,1036.85,135.3,-31.8638,-2153.99,-0.235679,0.18987
1000,1044.3,135.4,-38.0912,-2576.87,-0.281531,0.18546
1000,1049.26,135.5,-44.3036,-2999.36,-0.327206,0.181057
1000,1055.44,135.6,-50.4991,-3421.31,-0.372687,0.176661
1000,1061.6,135.7,-56.6755,-3842.6,-0.417961,0.172274
1000,1067.74,135.8,-62.8309,-4263.08,-0.463014,0.167897
1000,1073.85,135.9,-68.9637,-4682.63,-0.507832,0.163532
1000,1079.94,136,-75.0716,-5101.11,-0.552403,0.15918
1000,1087.21,136.1,-81.1527,-5518.39,-0.596711,0.154842
1000,1092.03,136.2,-87.2053,-5934.32,-0.640744,0.15052
1000,1098.02,136.3,-93.2274,-6348.79,-0.684489,0.146216
1000,1103.98,136.4,-99.217,-6761.64,-0.727931,0.14193
1000,1109.91,136.5,-106.359,-7253.7,-0.779759,0.136841
1000,1116.97,136.6,-111.091,-7581.99,-0.813857,0.133419
1000,1121.65,136.7,-116.972,-7989.2,-0.856311,0.129197
1000,1128.61,136.8,-122.813,-8394.25,-0.89841,0.124999
1000,1133.22,136.9,-128.611,-8797.01,-0.940141,0.120826
1000,1138.94,137,-135.512,-9275.77,-0.989859,0.115884
1000,1145.74,137.1,-140.076,-9595.17,-1.02245,0.112562
1000,1151.35,137.2,-145.738,-9990.31,-1.063,0.108474
1000,1155.8,137.3,-151.35,-10382.6,-1.10313,0.104416
1000,1161.32,137.4,-156.912,-10772,-1.14284,0.100391
1000,1166.79,137.5,-162.42,-11158.3,-1.1821,0.0963982
1000,1172.2,137.6,-167.875,-11541.4,-1.22091,0.0924403
1000,1177.55,137.7,-173.273,-11921.2,-1.25925,0.0885182
1000,1182.84,137.8,-178.613,-12297.5,-1.29712,0.0846333
1000,1188.07,137.9,-183.894,-12670.3,-1.3345,0.0807868
1000,1193.24,138,-189.113,-13039.3,-1.37138,0.0769802
1000,1199.36,138.1,-194.269,-13404.6,-1.40775,0.0732144
1000,1203.39,138.2,-199.36,-13765.8,-1.44359,0.0694907
1000,1208.36,138.3,-204.386,-14123.1,-1.47891,0.0658104
1000,1213.26,138.4,-209.343,-14476.1,-1.51369,0.0621749
1000,1218.09,138.5,-214.231,-14824.8,-1.54791,0.0585851
1000,1222.85,138.6,-219.047,-15169,-1.58157,0.0550424
1000,1227.53,138.7,-223.791,-15508.7,-1.61466,0.0515479
1000,1232.14,138.8,-228.461,-15843.8,-1.64716,0.0481029
1000,1236.68,138.9,-233.055,-16174,-1.67907,0.0447084
1000,1242.01,139,-237.572,-16499.4,-1.71038,0.0413655
1000,1245.5,139.1,-242.011,-16819.7,-1.74108,0.0380757
1000,1249.8,139.2,-246.369,-17134.9,-1.77116,0.0348397
1000,1254.01,139.3,-250.645,-17444.9,-1.80061,0.0316591
1000,1258.13,139.4,-254.839,-17749.5,-1.82942,0.0285344
1000,1262.17,139.5,-259.759,-18105.2,-1.86341,0.0248927
1000,1266.13,139.6,-262.971,-18342.2,-1.8851,0.0224582
1000,1269.99,139.7,-266.908,-18630.2,-1.91195,0.0195086
1000,1273.77,139.8,-270.756,-18912.3,-1.93813,0.0166194
1000,1277.46,139.9,-274.515,-19188.6,-1.96362,0.0137918
1000,1281.05,140,-278.182,-19458.9,-1.98844,0.0110264
1000,1284.55,140.1,-281.758,-19723.1,-2.01256,0.00832446
1000,1287.96,140.2,-285.241,-19981.1,-2.03598,0.00568698
1000,1291.27,140.3,-288.629,-20232.9,-2.05869,0.00311469
1000,1294.49,140.4,-291.921,-20478.3,-2.08069,0.000608554
1000,1297.6,140.5,-295.117,-20717.2,-2.10198,-0.00183038
1000,1301.22,140.6,-298.216,-20949.7,-2.12253,-0.00420141
1000,1303.54,140.7,-301.215,-21175.4,-2.14236,-0.00650428
1000,1306.37,140.8,-304.116,-21394.6,-2.16145,-0.00873902
1000,1309.09,140.9,-306.918,-21607,-2.17981,-0.0109054
1000,1311.71,141,-309.621,-21812.8,-2.19745,-0.0130035
1000,1314.24,141.1,-312.225,-22011.9,-2.21436,-0.0150333
1000,1316.66,141.2,-314.731,-22204.2,-2.23055,-0.0169946
1000,1319.45,141.3,-317.138,-22389.9,-2.24602,-0.0188873
1000,1321.22,141.4,-319.446,-22568.9,-2.26077,-0.0207116
1000,1323.35,141.5,-322.087,-22771.6,-2.27784,-0.0227759
1000,1325.39,141.6,-323.769,-22906.7,-2.28812,-0.0241538
1000,1327.32,141.7,-325.783,-23065.5,-2.30073,-0.0257718
1000,1329.16,141.8,-327.699,-23217.5,-2.31263,-0.0273207
1000,1330.9,141.9,-329.518,-23362.8,-2.32382,-0.0288008
1000,1332.54,142,-331.238,-23501.3,-2.33431,-0.0302118
1000,1334.09,142.1,-332.86,-23633.1,-2.34409,-0.0315533
1000,1335.53,142.2,-334.385,-23758,-2.35317,-0.0328256
1000,1336.88,142.3,-335.812,-23876.2,-2.36155,-0.0340285
1000,1338.13,142.4,-337.141,-23987.6,-2.36923,-0.0351621
1000,1339.29,142.5,-338.373,-24092.2,-2.37622,-0.0362262
1000,1340.35,142.6,-339.508,-24189.9,-2.38251,-0.0372204
1000,1341.3,142.7,-340.545,-24280.9,-2.38811,-0.0381449
1000,1342.17,142.8,-341.485,-24364.9,-2.39302,-0.0389995
1000,1342.93,142.9,-342.327,-24442.1,-2.39725,-0.039784
1000,1343.6,143,-343.072,-24512.5,-2.40078,-0.0404983
1000,1344.17,143.1,-343.719,-24575.9,-2.40363,-0.0411425
1000,1344.64,143.2,-344.27,-24632.5,-2.4058,-0.0417162
1000,1345.02,143.3,-344.723,-24682.2,-2.40728,-0.0422194
1000,1345.29,143.4,-345.079,-24724.9,-2.40809,-0.0426519
1000,1345.48,143.5,-345.338,-24760.7,-2.40821,-0.0430137
1000,1345.56,143.6,-345.5,-24789.6,-2.40766,-0.0433045
1000,1345.55,143.7,-345.565,-24811.6,-2.40644,-0.0435252
1000,1345.44,143.8,-345.532,-24826.5,-2.40453,-0.043673
1000,1345.23,143.9,-345.402,-24834.4,-2.40196,-0.0437502
1000,1344.92,144,-345.175,-24835.3,-2.39871,-0.043756
1000,1344.43,144.1,-344.851,-24829.3,-2.3948,-0.0436901
1000,1344.02,144.2,-344.43,-24816.2,-2.39021,-0.0435525
1000,1343.43,144.3,-343.911,-24796,-2.38496,-0.0433429
1000,1342.73,144.4,-343.296,-24768.8,-2.37904,-0.0430614
1000,1341.94,144.5,-342.584,-24734.5,-2.37246,-0.0427078
1000,1341.06,144.6,-341.774,-24693.2,-2.36522,-0.0422819
1000,1340.07,144.7,-340.868,-24644.7,-2.35731,-0.0417836
1000,1338.99,144.8,-339.864,-24589.2,-2.34875,-0.0412128
1000,1337.81,144.9,-338.764,-24526.5,-2.33953,-0.0405695
1000,1336.54,145,-337.567,-24456.7,-2.32966,-0.0398534
1000,1335.17,145.1,-336.273,-24379.8,-2.31913,-0.0390646
1000,1333.7,145.2,-334.883,-24295.7,-2.30794,-0.0382027
1000,1332.14,145.3,-333.395,-24204.5,-2.29611,-0.0372678
1000,1330.47,145.4,-331.812,-24106.1,-2.28363,-0.0362599
1000,1328.72,145.5,-330.131,-24000.5,-2.2705,-0.0351786
1000,1326.86,145.6,-327.987,-23861.1,-2.25421,-0.0337532
1000,1324.91,145.7,-326.481,-23767.8,-2.24231,-0.0327962
1000,1322.87,145.8,-324.511,-23640.6,-2.22726,-0.0314946
1000,1320.72,145.9,-322.445,-23506.3,-2.21156,-0.0301195
1000,1318.48,146,-320.283,-23364.7,-2.19522,-0.0286708
1000,1316.15,146.1,-318.025,-23215.8,-2.17825,-0.0271483
1000,1313.72,146.2,-315.671,-23059.8,-2.16065,-0.0255521
1000,1311.19,146.3,-313.221,-22896.4,-2.14241,-0.0238818
1000,1308.57,146.4,-310.675,-22725.9,-2.12355,-0.0221376
1000,1305.85,146.5,-308.033,-22548,-2.10405,-0.0203194
1000,1303.04,146.6,-305.296,-22362.9,-2.08393,-0.018427
1000,1300.13,146.7,-301.885,-22128.2,-2.05925,-0.0160306
1000,1297.12,146.8,-299.535,-21970.9,-2.04182,-0.0144197
1000,1293.39,146.9,-296.512,-21764,-2.01984,-0.0123046
1000,1290.83,147,-293.393,-21549.7,-1.99723,-0.0101151
1000,1287.54,147.1,-289.526,-21280.1,-1.96956,-0.00736346
1000,1283.47,147.2,-286.871,-21099.4,-1.95018,-0.00551294
1000,1280.68,147.3,-283.468,-20863.3,-1.92573,-0.00310027
1000,1277.1,147.4,-279.97,-20619.8,-1.90068,-0.000613035
1000,1273.44,147.5,-276.378,-20369.1,-1.87502,0.00194889
1000,1269.67,147.6,-272.691,-20111,-1.84875,0.00458547
1000,1265.82,147.7,-268.91,-19845.6,-1.82188,0.00729635
1000,1261.87,147.8,-265.036,-19572.9,-1.79442,0.010081
1000,1257.83,147.9,-261.068,-19292.9,-1.76636,0.0129389
1000,1253.7,148,-257.008,-19005.8,-1.73772,0.015869
1000,1249.47,148.1,-252.858,-18711.5,-1.7085,0.0188705
1000,1245.16,148.2,-248.619,-18410.2,-1.67872,0.0219428
1000,1240.77,148.3,-244.291,-18102,-1.64839,0.0250845
1000,1236.29,148.4,-239.877,-17786.9,-1.61751,0.0282945
1000,1231.72,148.5,-234.469,-17397.6,-1.57998,0.0322567
1000,1227.07,148.6,-229.87,-17067.9,-1.54795,0.0356134
1000,1222.34,148.7,-226.133,-16801.7,-1.52176,0.0383246
1000,1217.54,148.8,-221.389,-16460.3,-1.48883,0.0417971
1000,1212.65,148.9,-216.567,-16112.6,-1.45542,0.0453328
1000,1207.7,149,-211.669,-15758.7,-1.42155,0.0489299
1000,1202.66,149.1,-206.695,-15398.8,-1.38722,0.0525875
1000,1197.56,149.2,-201.648,-15032.9,-1.35244,0.0563042
1000,1191.34,149.3,-196.531,-14661.2,-1.31723,0.0600786
1000,1187.14,149.4,-191.343,-14283.7,-1.2816,0.0639098
1000,1181.84,149.5,-186.088,-13900.7,-1.24557,0.0677962
1000,1176.46,149.6,-180.766,-13512.3,-1.20914,0.0717365
1000,1171.03,149.7,-175.381,-13118.5,-1.17233,0.0757294
1000,1165.53,149.8,-169.934,-12719.5,-1.13516,0.0797735
1000,1159.98,149.9,-164.426,-12315.5,-1.09764,0.0838672
1000,1154.37,150,-158.861,-11906.6,-1.05978,0.0880092
1000,1148.7,150.1,-153.239,-11492.9,-1.02159,0.0921981
1000,1142.98,150.2,-147.563,-11074.6,-0.983097,0.0964323
1000,1136.06,150.3,-141.835,-10651.8,-0.944306,0.10071
1000,1131.4,150.4,-136.057,-10224.7,-0.905234,0.105031
1000,1125.54,150.5,-130.231,-9793.35,-0.865896,0.109392
1000,1119.63,150.6,-124.359,-9357.99,-0.826303,0.113792
1000,1113.68,150.7,-118.443,-8918.75,-0.786474,0.11823
1000,1107.69,150.8,-112.486,-8475.79,-0.746421,0.122704
1000,1101.66,150.9,-106.489,-8029.25,-0.706158,0.127213
1000,1095.6,151,-100.455,-7579.3,-0.665703,0.131754
1000,1089.51,151.1,-94.3853,-7126.09,-0.625068,0.136327
1000,1083.38,151.2,-88.2831,-6669.79,-0.584269,0.140929
1000,1077.22,151.3,-82.15,-6210.54,-0.54332,0.145559
1000,1071.04,151.4,-75.9884,-5748.52,-0.502236,0.150215
1000,1064.83,151.5,-69.8004,-5283.89,-0.461033,0.154896
1000,1058.6,151.6,-63.5883,-4816.81,-0.419725,0.1596
1000,1052.35,151.7,-57.3542,-4347.45,-0.378326,0.164325
1000,1046.09,151.8,-51.1007,-3875.99,-0.336853,0.169069
1000,1039.8,151.9,-44.8298,-3402.58,-0.295321,0.173831
1000,1033.51,152,-38.5437,-2927.4,-0.253744,0.178609
1000,1027.2,152.1,-32.2449,-2450.61,-0.212138,0.183401
1000,1020.88,152.2,-25.9355,-1972.4,-0.170516,0.188205
1000,1014.56,152.3,-19.618,-1492.93,-0.128896,0.19302
1000,1008.23,152.4,-13.2946,-1012.38,-0.0872921,0.197844
1000,1001.9,152.5,-6.96751,-530.924,-0.0457185,0.202675
1000,995.577,152.6,-0.639134,-48.734,-0.00419104,0.207512
1000,989.252,152.7,5.68827,434.015,0.0372757,0.212351
1000,982.932,152.8,12.0123,917.141,0.0786662,0.217193
1000,976.62,152.9,18.3308,1400.48,0.119966,0.222034
1000,970.317,153,24.6414,1883.83,0.16116,0.226874
1000,964.027,153.1,30.9418,2367.05,0.202234,0.231709
1000,957.75,153.2,38.4857,2946.08,0.251376,0.237514
1000,951.491,153.3,43.5029,3332.32,0.283962,0.241362
1000,945.25,153.4,49.7592,3814.04,0.324587,0.246176
1000,939.03,153.5,55.9961,4294.9,0.365033,0.250979
1000,931.597,153.6,62.2115,4774.73,0.405287,0.255769
1000,926.663,153.7,68.4029,5253.34,0.445331,0.260544
1000,920.52,153.8,74.5683,5730.57,0.485155,0.265303
1000,914.407,153.9,80.7053,6206.24,0.524742,0.270044
1000,908.327,154,86.8118,6680.17,0.564079,0.274765
1000,901.076,154.1,92.8853,7152.17,0.603152,0.279464
1000,896.272,154.2,98.924,7622.09,0.641947,0.28414
1000,890.302,154.3,104.925,8089.73,0.680449,0.288791
1000,884.374,154.4,110.887,8554.93,0.718645,0.293414
1000,878.488,154.5,117.986,9108.51,0.764157,0.298931
1000,872.649,154.6,122.683,9477.29,0.794067,0.302572
1000,866.857,154.7,128.514,9934.1,0.831265,0.307103
1000,861.115,154.8,134.295,10387.8,0.868103,0.3116
1000,855.426,154.9,140.027,10838.1,0.904566,0.316061
1000,849.79,155,145.706,11284.9,0.940644,0.320484
1000,844.211,155.1,151.33,11728.1,0.976322,0.324868
1000,838.691,155.2,156.898,12167.4,1.01159,0.329211
1000,833.231,155.3,162.406,12602.7,1.04643,0.33351
1000,827.833,155.4,167.854,13033.9,1.08084,0.337765
1000,821.441,155.5,173.239,13460.7,1.11479,0.341974
1000,817.233,155.6,178.559,13883,1.14829,0.346134
1000,812.035,155.7,183.812,14300.6,1.18131,0.350245
1000,806.908,155.8,188.996,14713.3,1.21385,0.354305
1000,801.853,155.9,194.109,15121.1,1.24589,0.358312
1000,796.872,156,199.15,15523.7,1.27742,0.362264
1000,791.967,156.1,204.115,15921,1.30843,0.36616
1000,787.141,156.2,209.004,16312.8,1.33891,0.369998
1000,782.395,156.3,213.815,16698.9,1.36885,0.373776
1000,777.73,156.4,218.545,17079.3,1.39824,0.377494
1000,773.149,156.5,223.193,17453.7,1.42706,0.381149
1000,768.654,156.6,227.757,17821.9,1.45531,0.38474
1000,764.246,156.7,232.235,18184,1.48298,0.388266
1000,759.927,156.8,236.625,18539.6,1.51005,0.391724
1000,755.698,156.9,240.926,18888.6,1.53652,0.395114
1000,751.562,157,245.137,19231,1.56238,0.398433
1000,747.519,157.1,249.254,19566.5,1.58761,0.401681
1000,743.573,157.2,253.278,19895,1.61221,0.404857
1000,739.723,157.3,257.205,20216.3,1.63616,0.407958
1000,735.973,157.4,261.035,20530.4,1.65947,0.410983
1000,732.323,157.5,264.765,20837,1.68212,0.41393
1000,728.774,157.6,268.395,21136.1,1.7041,0.4168
1000,725.33,157.7,271.923,21427.5,1.7254,0.419589
1000,721.989,157.8,275.347,21711.1,1.74602,0.422298
1000,718.756,157.9,278.666,21986.7,1.76594,0.424924
1000,715.017,158,281.878,22254.3,1.78517,0.427466
1000,712.612,158.1,284.983,22513.6,1.80369,0.429923
1000,709.137,158.2,287.978,22764.7,1.82149,0.432295
1000,706.364,158.3,290.863,23007.3,1.83858,0.434578
1000,704.227,158.4,293.636,23241.3,1.85493,0.436774
1000,701.658,158.5,296.296,23466.6,1.87056,0.43888
1000,699.205,158.6,299.337,23722.4,1.88856,0.441293
1000,696.869,158.7,301.271,23890.8,1.89957,0.442818
1000,694.649,158.8,303.585,24089.4,1.91295,0.444648
1000,692.549,158.9,305.78,24279,1.92557,0.446384
1000,690.568,159,307.857,24459.2,1.93743,0.448025
1000,688.351,159.1,309.813,24630.2,1.94851,0.449571
1000,686.97,159.2,311.649,24791.7,1.95883,0.451019
1000,685.355,159.3,313.363,24943.7,1.96836,0.452369
1000,683.863,159.4,314.954,25086.1,1.97711,0.453621
1000,682.495,159.5,316.421,25218.7,1.98507,0.454773
1000,681.253,159.6,317.763,25341.6,1.99225,0.455824
1000,680.137,159.7,318.98,25454.6,1.99862,0.456775
1000,679.147,159.8,320.071,25557.7,2.0042,0.457623
1000,678.286,159.9,321.035,25650.7,2.00898,0.458368
1000,677.552,160,321.871,25733.6,2.01295,0.45901
1000,676.947,160.1,322.579,25806.3,2.01612,0.459547
1000,676.472,160.2,323.158,25868.8,2.01848,0.45998
1000,676.127,160.3,323.607,25920.9,2.02002,0.460307
1000,675.885,160.4,323.926,25962.7,2.02075,0.460528
1000,675.828,160.5,324.115,25994,2.02067,0.460642
1000,675.876,160.6,324.172,26014.8,2.01977,0.46065
1000,676.108,160.7,324.098,26025.1,2.01805,0.460549
1000,676.367,160.8,323.892,26024.7,2.01551,0.46034
1000,676.811,160.9,323.554,26013.8,2.01215,0.460023
1000,677.388,161,323.084,25992.1,2.00798,0.459597
1000,678.097,161.1,322.481,25959.7,2.00299,0.459062
1000,678.939,161.2,321.745,25916.6,1.99718,0.458417
1000,679.913,161.3,320.877,25862.7,1.99055,0.457663
1000,681.02,161.4,319.876,25798,1.98311,0.4568
1000,682.259,161.5,318.743,25722.5,1.97486,0.455827
1000,683.63,161.6,317.477,25636.3,1.9658,0.454744
1000,685.132,161.7,316.08,25539.3,1.95594,0.453552
1000,686.766,161.8,314.551,25431.5,1.94528,0.452251
1000,688.899,161.9,312.544,25284.8,1.93167,0.450556
1000,690.82,162,311.101,25183.6,1.92156,0.449322
1000,692.45,162.1,309.18,25043.6,1.90852,0.447694
1000,694.604,162.2,307.129,24892.8,1.89469,0.445958
1000,696.886,162.3,304.95,24731.5,1.88009,0.444114
1000,699.295,162.4,302.643,24559.4,1.86471,0.442163
1000,701.832,162.5,300.208,24376.9,1.84857,0.440104
1000,704.494,162.6,297.646,24183.7,1.83167,0.43794
1000,707.281,162.7,294.959,23980.1,1.81401,0.435669
1000,710.79,162.8,292.146,23766.1,1.79561,0.433294
1000,713.227,162.9,288.609,23492.7,1.77278,0.430318
1000,716.382,163,286.152,23307.1,1.75661,0.42823
1000,719.659,163.1,282.972,23062.2,1.73602,0.425544
1000,723.748,163.2,278.997,22752.2,1.71059,0.422199
1000,726.568,163.3,276.252,22542.2,1.69272,0.419867
1000,730.198,163.4,272.715,22267.2,1.67003,0.416878
1000,733.943,163.5,268.318,21921.6,1.64209,0.413174
1000,737.802,163.6,265.295,21687.8,1.6226,0.410604
1000,741.772,163.7,261.413,21383.6,1.59788,0.407321
1000,745.853,163.8,257.42,21069.9,1.57251,0.403943
1000,750.043,163.9,253.317,20746.7,1.5465,0.40047
1000,754.34,164,249.106,20414.2,1.51987,0.396904
1000,758.743,164.1,244.788,20072.6,1.49261,0.393247
1000,763.249,164.2,240.364,19721.9,1.46474,0.389498
1000,767.856,164.3,235.838,19362.3,1.43628,0.385661
1000,772.563,164.4,231.21,18993.9,1.40724,0.381737
1000,777.368,164.5,225.526,18538.3,1.37181,0.376929
1000,782.269,164.6,220.683,18151.2,1.34154,0.372818
1000,787.262,164.7,216.74,17837.7,1.31677,0.369454
1000,792.347,164.8,211.728,17435.8,1.28554,0.365196
1000,797.52,164.9,206.626,17026,1.2538,0.360858
1000,802.781,165,201.434,16608.3,1.22156,0.356443
1000,808.126,165.1,195.091,16095,1.18237,0.351061
1000,813.554,165.2,189.712,15660.8,1.14908,0.346482
1000,819.061,165.3,185.351,15310,1.12198,0.34275
1000,824.646,165.4,179.828,14862.8,1.08789,0.338043
1000,831.446,165.5,174.229,14408.7,1.05338,0.333268
1000,836.037,165.6,168.554,13947.9,1.01846,0.328426
1000,841.839,165.7,162.808,13480.5,0.983141,0.32352
1000,847.709,165.8,156.992,13006.8,0.947449,0.318552
1000,853.644,165.9,151.109,12527,0.911395,0.313524
1000,860.847,166,145.162,12041.2,0.874997,0.308438
1000,865.697,166.1,139.153,11549.7,0.838269,0.303295
1000,871.811,166.2,133.084,11052.6,0.80123,0.298099
1000,877.979,166.3,126.959,10550.3,0.763896,0.292852
1000,884.199,166.4,120.781,10042.9,0.726283,0.287555
1000,890.467,166.5,114.551,9530.67,0.688409,0.282212
1000,896.781,166.6,108.274,9013.78,0.650292,0.276823
1000,903.139,166.7,101.951,8492.48,0.611948,0.271393
1000,909.536,166.8,95.5849,7967,0.573395,0.265922
1000,915.972,166.9,89.1795,7437.57,0.534649,0.260414
1000,922.441,167,82.7372,6904.42,0.495729,0.25487
1000,928.943,167.1,76.2608,6367.77,0.456651,0.249294
1000,935.473,167.2,69.7532,5827.88,0.417434,0.243687
1000,942.03,167.3,63.2173,5284.97,0.378094,0.238052
1000,948.609,167.4,56.6563,4739.3,0.338651,0.232391
1000,955.208,167.5,50.073,4191.11,0.299122,0.226708
1000,961.823,167.6,43.4704,3640.65,0.259525,0.221004
1000,968.453,167.7,35.5263,2977.1,0.211971,0.214158
1000,975.093,167.8,30.2197,2533.92,0.180201,0.209545
1000,981.742,167.9,23.5774,1978.15,0.140509,0.203796
1000,988.394,168,16.9283,1421.13,0.100824,0.198036
1000,995.049,168.1,10.275,863.101,0.0611608,0.192269
1000,1001.7,168.2,3.62043,304.297,0.0215374,0.186496
1000,1008.35,168.3,-3.03232,-255.018,-0.0180281,0.180721
1000,1014.99,168.4,-9.68051,-814.615,-0.0575193,0.174946
1000,1021.63,168.5,-17.6478,-1485.94,-0.104797,0.168042
1000,1028.24,168.6,-22.9506,-1933.59,-0.136205,0.163406
1000,1034.85,168.7,-29.5666,-2492.46,-0.175365,0.157646
1000,1041.43,168.8,-36.1655,-3050.56,-0.214378,0.151897
1000,1047.99,168.9,-42.7445,-3607.64,-0.253226,0.146161
1000,1054.53,169,-49.3008,-4163.45,-0.291894,0.140441
1000,1061.04,169.1,-55.8315,-4717.76,-0.330364,0.134738
1000,1067.51,169.2,-62.3336,-5270.31,-0.36862,0.129056
1000,1073.96,169.3,-68.8041,-5820.83,-0.406644,0.123397
1000,1080.36,169.4,-76.523,-6477.68,-0.451997,0.116665
1000,1086.73,169.5,-82.914,-7022.81,-0.489457,0.111066
1000,1093.05,169.6,-87.9973,-7457.77,-0.519158,0.106586
1000,1099.33,169.7,-94.312,-7997.66,-0.556085,0.101047
1000,1105.56,169.8,-100.58,-8534.24,-0.592695,0.0955433
1000,1111.74,169.9,-106.8,-9067.29,-0.628973,0.0900781
1000,1117.86,170,-112.967,-9596.57,-0.664904,0.0846537
1000,1123.93,170.1,-119.08,-10121.8,-0.700473,0.0792728
1000,1129.94,170.2,-125.136,-10642.8,-0.735663,0.0739377
1000,1135.88,170.3,-131.132,-11159.3,-0.770459,0.0686508
1000,1141.76,170.4,-137.065,-11671.1,-0.804846,0.0634146
1000,1148.73,170.5,-144.099,-12277.2,-0.845649,0.0572262
1000,1153.32,170.6,-148.733,-12679.5,-0.872334,0.0531038
1000,1158.99,170.7,-154.462,-13175.6,-0.905405,0.0480342
1000,1164.59,170.8,-160.118,-13666.1,-0.938007,0.0430247
1000,1170.1,170.9,-165.697,-14150.5,-0.970125,0.0380779
1000,1175.54,171,-171.198,-14628.9,-1.00175,0.0331958
1000,1180.89,171.1,-176.619,-15100.9,-1.03286,0.0283807
1000,1186.16,171.2,-181.956,-15566.3,-1.06345,0.0236349
1000,1191.34,171.3,-187.207,-16024.9,-1.0935,0.0189606
1000,1196.44,171.4,-192.37,-16476.5,-1.123,0.0143596
1000,1202.42,171.5,-197.442,-16920.8,-1.15194,0.00983467
1000,1207.31,171.6,-202.422,-17357.7,-1.1803,0.00538743
1000,1212.09,171.7,-208.272,-17869.7,-1.21371,0.000181763
1000,1215.85,171.8,-212.094,-18208.3,-1.23526,-0.00326497
1000,1220.46,171.9,-216.782,-18621.6,-1.26183,-0.00746584
1000,1224.96,172,-221.368,-19026.6,-1.28777,-0.0115822
1000,1229.37,172.1,-225.852,-19423.3,-1.31309,-0.0156138
1000,1233.67,172.2,-230.234,-19811.7,-1.33779,-0.0195604
1000,1237.87,172.3,-234.515,-20191.7,-1.36187,-0.0234226
1000,1241.96,172.4,-238.693,-20563.4,-1.38534,-0.0271999
1000,1245.96,172.5,-242.771,-20926.8,-1.40818,-0.0308926
1000,1250.62,172.6,-246.747,-21281.9,-1.43042,-0.0345007
1000,1253.65,172.7,-250.622,-21628.7,-1.45204,-0.038024
1000,1258.07,172.8,-254.397,-21967.2,-1.47306,-0.0414628
1000,1260.94,172.9,-258.07,-22297.3,-1.49346,-0.0448169
1000,1264.43,173,-261.644,-22619.1,-1.51327,-0.0480865
1000,1267.82,173.1,-265.117,-22932.6,-1.53247,-0.0512715
1000,1271.12,173.2,-268.49,-23237.8,-1.55107,-0.0543718
1000,1274.31,173.3,-271.763,-23534.7,-1.56907,-0.0573875
1000,1277.4,173.4,-274.937,-23823.3,-1.58648,-0.0603186
1000,1280.4,173.5,-278.011,-24103.5,-1.60329,-0.0631652
